"doi","title","journal","last_updated_epoch","publisher_field","paper_field","attention_score"
"10.1371/journal.ppat.1002550","The Ebola Virus Interferon Antagonist VP24 Directly Binds STAT1 and Has a Novel, Pyramidal Fold","PLoS Pathogens","1420423619","Microbiology","Biochemistry, Genetics and Molecular Biology",6.6
"10.1091/mbc.e09-10-0850","Alzheimer Aβ Peptide Induces Chromosome Mis-Segregation and Aneuploidy, Including Trisomy 21: Requirement for Tau and APP","Molecular Biology of the Cell","1531785600","Biological Sciences","Biochemistry, Genetics and Molecular Biology",11.608
"10.3171/2017.5.jns17170","Gamma oscillations in the somatosensory thalamus of a patient with a phantom limb: case report","Journal of Neurosurgery","1510746901","Clinical Sciences","Medicine",1.5
"10.1080/09636412.2014.935229","Whack-a-Mole or Coup de Grace? Institutionalization and Leadership Targeting in Iraq and Afghanistan","Security Studies","1520776801","Political Science","Social Sciences",39.18
"10.1063/1.4902088","Electrical detection of ferromagnetic resonance in ferromagnet/
                    n
                    -GaAs heterostructures by tunneling anisotropic magnetoresistance","Applied Physics Letters","1409198288","Engineering","Physical Sciences",0.25
"10.1177/0193723511420163","Glasswing Butterflies: Gay Professional Football Players and Their Culture","Journal of Sport & Social Issues","1509008537","Sociology","Social Sciences",6.95
"10.1161/01.str.30.12.2727","Contribution of 20-HETE to Vasodilator Actions of Nitric Oxide in the Cerebral Microcirculation","Stroke","1197331200","Clinical Sciences","Medicine",3
"10.3791/57876","<em>In Vitro</em> Rearing of Solitary Bees: A Tool for Assessing Larval Risk Factors","Journal of Visualized Experiments","1549633327",NA,"Medicine",2.25
"10.1158/0008-5472.can-05-3396","Immunization of Stage IV Melanoma Patients with Melan-A/MART-1 and gp100 Peptides plus IFN-α Results in the Activation of Specific CD8+T Cells and Monocyte/Dendritic Cell Precursors","Cancer Research","1502150400","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",3
"10.1093/ajae/aax075","Shadow Value of Ecosystem Resilience in Complex Natural Land as a Wild Pollinator Habitat","American Journal of Agricultural Economics","1516062061","Applied Economics","Economics, Econometrics and Finance",1
"10.1111/jsap.12277","Management of feline distal tibial fractures using a hybrid external skeletal fixator","Journal of Small Animal Practice","1412960967","Veterinary Sciences","Veterinary",0.25
"10.1109/tvcg.2008.26","Heads Up and Camera Down: A Vision-Based Tracking Modality for Mobile Mixed Reality","IEEE Transactions on Visualization and Computer Graphics","1385424000","Artificial Intelligence And Image Processing","Physical Sciences",3
"10.2139/ssrn.2891565","Brief of Amici Curiae Gail Heriot and Peter N. Kirsanow, Members of the U.S. Commission on Civil Rights, in Their Capacities as Private Citizens, in Support of the Reversal of Appellant's Conviction","Social Science Research Network (SSRN)","1525957200",NA,NA,9
"10.1097/coc.0b013e318271b306","A Phase II Study of Gemcitabine and Irinotecan in Patients With Locally Advanced or Metastatic Bladder Cancer","American Journal of Clinical Oncology: Cancer Clinical Trials","1397231315","Dentistry","Biochemistry, Genetics and Molecular Biology",2.85
"10.1116/1.573641","Multilevel interconnections for wafer scale integration","Journal of Vacuum Science & Technology: Part B","739584000","Atmospheric Sciences","Physical Sciences",6
"10.1097/cej.0000000000000169","Diagnostic radiography exposure increases the risk for thyroid microcarcinoma","European Journal of Cancer Prevention: The Official Journal of the European Cancer Prevention Organisation (ECP)","1443227170","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",7.85
"10.1111/cpf.12088","Precompetitive assessment of heart rate variability in elite female athletes during play offs","Clinical Physiology & Functional Imaging","1387888861","Medical Physiology","Biochemistry, Genetics and Molecular Biology",5.2
"10.1002/ltl.40619960306","The shape of things to come","Leader to Leader","1396982437",NA,NA,1
"10.1126/science.aan5367","Fast exoskeleton optimization","Science","1513223669",NA,"General",132.734
"10.1147/jrd.2013.2263891","Analytics for resiliency in the mainframe","IBM Journal of Research & Development","1506384000","Computer Software","Physical Sciences",3.85
"10.1007/s002160000408","Screen-printed copper ion-selective electrodes","Fresenius' Journal of Analytical Chemistry","1341878400","Analytical Chemistry",NA,3
"10.1090/s0894-0347-08-00600-0","Counting faces of randomly projected polytopes when the projection radically lowers dimension","Journal of the American Mathematical Society","1364256000","Pure Mathematics",NA,3
"10.1016/0002-9343(65)90156-7","Acquired milk intolerance in the adult caused by lactose malabsorption due to a selective deficiency of intestinal lactase activity","American Journal of Medicine","1504137600","Medical And Health Sciences","Medicine",3
"10.1039/c1mt00051a","Combined application of a laser ablation-ICP-MS assay for screening and ESI-FTICR-MS for identification of a Cd-binding protein in Spinacia oleracea L. after exposure to Cd","Metallomics","1500336000","Chemical Sciences",NA,3
"10.1108/jtf-10-2016-0028","VFR Travel Research: International PerspectivesVFR Travel Research: International Perspectives Edited by  ElisaBacker and BrianKing  Channel View Publications Bristol 2015","Journal of Tourism Futures","1491184480",NA,NA,0.5
"10.1089/apc.2017.0031","Differing Experiences with Pre-Exposure Prophylaxis in Boston Among Lesbian, Gay, Bisexual, and Transgender Specialists and Generalists in Primary Care: Implications for Scale-Up","AIDS Patient Care & STDs","1510405144","Public Health And Health Services","Medicine",1
"10.1037/0022-006x.63.5.726","Psychosocial sequelae of violent victimization in a national youth sample.","Journal of Consulting and Clinical Psychology","1472402038","Psychology","Health Sciences",1
"10.1063/1.4984071","Analysis of the recombination mechanisms of a silicon solar cell with low bandgap-voltage offset","Journal of Applied Physics","1499881661","Mathematical Sciences","Physical Sciences",1
"10.1097/01.mpa.0000371194.63075.9e","Therapeutic Strategy for Chronic Pancreatitis From Long-Term Outcome, Medical Treatment Vs. Surgical Treatment","Pancreas","1373842686","Clinical Sciences","Biochemistry, Genetics and Molecular Biology",1.35
"10.1016/j.amper.2018.03.001","Individual variation in reduction processes in L2 English academic textchat","Ampersand","1521471161",NA,NA,1
"10.1212/wnl.44.11.2153","Late-onset riboflavin-responsive myopathy with combined multiple acyl coenzyme A dehydrogenase and respiratory chain deficiency","Neurology","1032825600","Clinical Sciences","Medicine",3
"10.1002/cjce.22460","Modelling, simulation, and experimental study of a simulated moving bed reactor for the synthesis of biodiesel","Canadian Journal of Chemical Engineering","1457623897","Chemical Engineering","Chemical Engineering",0.5
"10.1055/s-0041-106055","Akuter Vorderwandinfarkt nach Rituximab","Deutsche Medizinische Wochenschrift","1459502922",NA,"Medicine",0.25
"10.2147/hiv.s36311","A review of cardiovascular and renal function monitoring: a consideration of older adults with HIV","HIV/AIDS (Auckland, N.Z.)","1379319064","Clinical Sciences",NA,0.5
"10.2307/1378428","The Functional Significance of Movements and Positions of the Pinnae of the African Elephant, Loxodonta africana","Journal of Mammalogy","1435040377","Environmental Sciences","Biochemistry, Genetics and Molecular Biology",11.25
"10.1016/j.jviromet.2019.01.004","Evaluation of a rapid isothermal nucleic acid amplification kit, Alere™ i Influenza A&B, for the detection of avian influenza viruses","Journal of Virological Methods","1547304754","Microbiology","Life Sciences",0.5
"10.1080/14781158.2019.1546685","From demonisation to rapprochement: Abiy Ahmed’s early reforms and implications of the coming together of Ethiopia and Eritrea","Global Change, Peace &amp; Security","1549814005","Policy And Administration",NA,1.35
"10.1007/978-3-319-58540-6","Functional Analysis, Spectral Theory, and Applications",NA,"1550857319",NA,NA,3
"10.1161/str.0b013e318286ba14","Correction","Stroke","1359208031","Clinical Sciences","Medicine",0.75
"10.1016/0005-2760(92)90171-q","Substrate specificities of lipases A and B from Geotrichumcandidum CMICC 335426","Biochimica et Biophysica Acta (BBA): Lipids and Lipid Metabolism (now called BBA - Molecular and Cell Biology of Lipids)","760233600",NA,NA,3
"10.1103/physreva.98.053441","Photoassociative spectroscopy of a halo molecule in Sr86","arXiv","1545498410",NA,NA,6.8
"10.7551/mitpress/9780262027090.001.0001","Double Dividend",NA,"1496233218",NA,NA,4
"10.1088/0031-9120/4/6/304","Kirchhoff-Gustav Robert 1824-1887","Physics Education","1257927025","Curriculum And Pedagogy","Social Sciences",3
"10.2747/0272-3638.20.8.727","METROPOLITAN, URBAN, AND RURAL COMMUTING AREAS: TOWARD A BETTER DEPICTION OF THE UNITED STATES SETTLEMENT SYSTEM","Urban Geography","1451606400","Urban And Regional Planning","Social Sciences",6
"10.1128/jvi.02271-09","Hepatitis C Virus Transmission Bottlenecks Analyzed by Deep Sequencing","Journal of Virology","1438214400","Biological Sciences","Life Sciences",6
"10.1007/s11064-008-9641-9","l-Arginine Uptake in Normal and Diabetic Rat Retina and Retinal Pigment Epithelium","Neurochemical Research","1299110400","Medical And Health Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1080/13549830903406057","The impact of Ladotyri Mytilinis PDO cheese on the rural development of Lesvos island, Greece","Local Environment","1531842070","Environmental Sciences","Social Sciences",3
"10.1093/bfgp/2.3.244","Baculovirus display strategies: Emerging tools for eukaryotic libraries and gene delivery","Briefings in Functional Genomics & Proteomics","1494979200",NA,"Medicine",9
"10.1002/eap.1384","Ocean warming expands habitat of a rich natural resource and benefits a national economy","Ecological Applications","1478611893","Environmental Sciences","Environmental Science",6
"10.1002/pola.20550","Synthesis and characterization of polyamides containing octadecanedioic acid: Nylon-2,18, nylon-3,18, nylon-4,18, nylon-6,18, nylon-8,18, nylon-9,18, and nylon-12,18","Journal of Polymer Science Part A: Polymer Chemistry","1531785600","Macromolecular And Materials Chemistry","Materials Science",6
"10.1186/s12884-018-1880-4","Peripartum fetal distress in diabetic women: a retrospective case-cohort study","BMC Pregnancy and Childbirth","1529054221","Paediatrics And Reproductive Medicine","Medicine",0.5
"10.1371/journal.pone.0211762","Pilot study of myocardial ischemia-induced metabolomic changes in emergency department patients undergoing stress testing","PLoS ONE","1550097976","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",50.35
"10.1098/rspb.2008.1196","A thin-shelled reptile from the Late Triassic of North America and the origin of the turtle shell","Proceedings of the Royal Society B: Biological Sciences","1520892040","Biological Sciences","Biochemistry, Genetics and Molecular Biology",17.42
"10.1093/mnrasl/slu001","Using kinematic properties of pre-planetary nebulae to constrain engine paradigms","Monthly Notices of the Royal Astronomical Society: Letters","1392696780","Astronomical And Space Sciences",NA,43.406
"10.1016/j.drudis.2018.09.015","Factors and situations influencing the value of patient preference studies along the medical product lifecycle: a literature review","Drug Discovery Today","1540295531","Pharmacology And Pharmaceutical Sciences","Life Sciences",8.6
"10.1016/j.commatsci.2018.04.008","Combined machine learning and CALPHAD approach for discovering processing-structure relationships in soft magnetic alloys","Computational Materials Science","1529402575","Materials Engineering","Materials Science",1
"10.2112/06-0811.1","Evidence for Holocene Marine Transgression and Shoreline Progradation Due to Barrier Development in Iskele, Bay of Izmir, Turkey","Journal of Coastal Research","1499251897",NA,NA,0.25
"10.1021/bi00322a004","Different modes of ligand binding to the hepatic galactose/N-acetylgalactosamine lectin on the surface of rabbit hepatocytes","Biochemistry (00062979)","1188259200","Biochemistry And Cell Biology","Biochemistry, Genetics and Molecular Biology",9
"10.1071/zo9920035","Infection and Multiplication of Ross River Virus in the Mosquito Vector Aedes-Vigilax (Skuse)","Australian Journal of Zoology","1041379200","Environmental Sciences","Agricultural and Biological Sciences",3
"10.1038/ng.3334","Call for crop improvement Analysis articles","Nature Genetics","1445348814","Genome informatics","Biochemistry, Genetics and Molecular Biology",40.872
"10.1128/aac.01630-05","Efficacy and Pharmacokinetics of Bacteriophage Therapy in Treatment of Subclinical Staphylococcus aureus Mastitis in Lactating Dairy Cattle","Antimicrobial Agents and Chemotherapy","1411995600","Microbiology","Health Sciences",10
"10.1158/1078-0432.ccr-08-1945","Sp-1 and c-Myc Mediate Lysophosphatidic Acid-Induced Expression of Vascular Endothelial Growth Factor in Ovarian Cancer Cells via a Hypoxia-Inducible Factor-1-Independent Mechanism","Clinical Cancer Research","1521504000","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",3
"10.1016/j.ejps.2017.05.030","Effective antimicrobial activity of a peptide mutant Cbf-14-2 against penicillin-resistant bacteria based on its unnatural amino acids","European Journal of Pharmaceutical Sciences","1522104494","Pharmacology And Pharmaceutical Sciences","Life Sciences",0.5
"10.1016/0092-8674(95)90172-8","Mice lacking the CNTF receptor, unlike mice lacking CNTF, exhibit profound motor neuron deficits at birth","Cell","1464048000","Biological Sciences","Biochemistry, Genetics and Molecular Biology",6
"10.1093/intimm/10.6.711","Immune information, self-organization and meaning","International Immunology","1427880153","Immunology","Life Sciences",0.5
"10.1016/j.anpedi.2017.03.015","Hiperfrecuentación en urgencias pediátricas","Anales de Pediatría","1493962164","Paediatrics And Reproductive Medicine",NA,2.6
"10.3934/mbe.2009.6.1","Control entropy: A complexity measure for nonstationary signals","Mathematical Biosciences and Engineering","1409616000","Applied Mathematics","Health Sciences",3
"10.1002/cncr.29185","Breast cancer gene increases risk to 1 in 3 by age 70","Cancer (0008543X)","1442460080","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",1.85
"10.1038/nrendo.2017.158","Adipose tissue: Noncanonical beige fat thermogenesis","Nature Reviews Endocrinology","1512041103","Fat metabolism","Biochemistry, Genetics and Molecular Biology",5.25
"10.1017/s0007485317000633","Variation in bacterial endosymbionts associated with the date palm hopper, Ommatissus lybicus populations","Bulletin of Entomological Research","1502990285","Zoology","Agricultural and Biological Sciences",1.25
"10.1111/j.1468-5965.1980.tb00853.x","Interdependence and Autonomy in the European Communities: The Case of the European Monetary System","Journal of Common Market Studies","1481377220","Policy And Administration","Social Sciences",1
"10.1080/00224499.2012.740521","A Cross-Cultural Content-Analytic Comparison of the Hookup Culture in U.S. and Dutch Teen Girl Magazines","Journal of Sex Research","1398257736","Other Studies In Human Society","Psychology",13
"10.1246/bcsj.56.2927","Acidic and Catalytic Properties of Niobium Pentaoxide","Bulletin of the Chemical Society of Japan","1511827200","Chemical Sciences","Physical Sciences",6
"10.3847/1538-3881/aac3d2","Basalt or Not? Near-infrared Spectra, Surface Mineralogical Estimates, and Meteorite Analogs for 33 V
                    p
                    -type Asteroids","The Astronomical Journal","1534290392","Astronomical And Space Sciences","Earth and Planetary Sciences",3.5
"10.4155/pbp.14.53","Glycosylation analysis of Chinese hamster ovary produced glycoproteins","Pharmaceutical Bioprocessing","1416416726",NA,NA,1
"10.1186/1471-2105-5-80",NA,"BMC Bioinformatics","1553156039","Biological Sciences","Biochemistry, Genetics and Molecular Biology",511.26
"10.1016/s0093-7754(01)90290-8","The role of genetic abnormalities of PTEN and the phosphatidylinositol 3-kinase pathway in breast and ovarian tumorigenesis, prognosis, and therapy","Seminars in oncology","1517270400","Oncology And Carcinogenesis","Medicine",3
"10.1007/bf03259592","A Double-Blind Placebo-Controlled Trial of a Pancreatic Enzyme Formulation (Panzytrat® 25 000) in the Treatment of Impaired Lipid Digestion in Patients with Cystic Fibrosis","Clinical Drug Investigation","1522108800","Internal Medicine","Medicine",3
"10.1136/thoraxjnl-2018-211715","Evaluating latent tuberculosis infection diagnostics using latent class analysis","Thorax","1542729997","Clinical Sciences","Medicine",18.2
"10.1371/journal.pone.0177083","Atoll-scale patterns in coral reef community structure: Human signatures on Ulithi Atoll, Micronesia","PLoS ONE","1504961101","Multidisciplinary","Biochemistry, Genetics and Molecular Biology",0.75
"10.1038/sj.onc.1203817","Oncogenes and tumor angiogenesis: the HPV-16 E6 oncoprotein activates the vascular endothelial growth factor (VEGF) gene promoter in a p53 independent manner","Oncogene","1444176000","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",6
"10.1029/2018jb015724","Devonian Crustal Stretching in the Northern Tasmanides (Australia) and Implications for Oroclinal Bending","JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH","1541424478",NA,NA,5.08
"10.1111/puar.12921","Looking Back over My 45 Years of Involvement with Government Reform Efforts","Public Administration Review","1525798824","Policy And Administration","Social Sciences",10.7
"10.1097/gme.0000000000000784","Psychometric properties of the Chinese version of the Menopause-Specific Quality-of-Life questionnaire","Menopause (New York, N.Y.)","1494592389","Medical And Health Sciences","Medicine",0.5
"10.1002/jhm.2168","Association of serum sodium with morbidity and mortality in hospitalized patients undergoing major orthopedic surgery","Journal of Hospital Medicine","1405177317","Clinical Sciences","Medicine",2.95
"10.3945/jn.109.118216","Dietary Anthocyanin-Rich Bilberry Extract Ameliorates Hyperglycemia and Insulin Sensitivity via Activation of AMP-Activated Protein Kinase in Diabetic Mice","Journal of Nutrition","1315188440","Nutrition And Dietetics","Medicine",0.25
"10.1016/j.mimet.2006.02.008","Real-time PCR for the detection of Salmonella spp. in food: An alternative approach to a conventional PCR system suggested by the FOOD-PCR project","Journal of Microbiological Methods","1488153600","Microbiology","Biochemistry, Genetics and Molecular Biology",3
"10.1002/asia.201801190","Rhodium(III)-Catalyzed Oxidative Annulation of Acrylic Acid with Alkynes: An Easy Approach to the Synthesis of α-Pyrones","Chemistry - An Asian Journal","1538556117","Chemical Sciences","Physical Sciences",0.25
"10.1016/s0040-4020(99)00290-2","Synthesis of paclitaxel (docetaxel) / 2-deacetoxytaxinine J dimers","Tetrahedron","1344902400","Organic Chemistry","Biochemistry, Genetics and Molecular Biology",6
"10.1016/j.forsciint.2017.04.016","High-speed video analysis of forward and backward spattered blood droplets","Forensic Science International","1493676752","Multidisciplinary","Medicine",1
"10.1111/dote.12161","Can multichannel intraluminal pH-impedance monitoring be limited to 3 hours? Comparison between ambulatory 24-hour and post-prandial 3-hour recording","Diseases of the Esophagus","1385253000","Clinical Sciences","Medicine",0.25
"10.1016/j.cub.2007.05.060","Superior Serial Memory in the Blind: A Case of Cognitive Compensatory Adjustment","Current Biology","1395478629","Biological Sciences","Biochemistry, Genetics and Molecular Biology",0.5
"10.1097/ajp.0b013e3182362459","Pain, Mind, and Movement","Clinical journal of pain","1360979088","Clinical Sciences","Medicine",2
"10.3390/separations5010019","Separation Optimization of a Mixture of Ionized and Non-Ionized Solutes under Isocratic and Gradient Conditions in Reversed-Phase HPLC by Means of Microsoft Excel Spreadsheets","Separations","1521513865",NA,NA,1.85
"10.1111/j.0954-6820.1954.tb18610.x","On Alkyl Mercury Poisoning","Journal of Internal Medicine","1105660800","Clinical Sciences","Medicine",6
"10.1207/s1532799xssr0103_3","Prevention and Remediation of Severe Reading Disabilities: Keeping the End In Mind","Scientific Studies of Reading","1374700428","Education","Psychology",6
"10.1200/jco.2005.02.7227","Multipopulation Analysis of Polymorphisms in Five Mononucleotide Repeats Used to Determine the Microsatellite Instability Status of Human Tumors","Journal of Clinical Oncology","1353542400","Oncology And Carcinogenesis","Biochemistry, Genetics and Molecular Biology",3
"10.1111/nous.12206","Free Will, Agent Causation, and “Disappearing Agents”","Nous","1494935797","Philosophy","Social Sciences",0.25
"10.3945/ajcn.113.082636","More evidence that probiotics may have a role in treating fatty liver disease","American Journal of Clinical Nutrition","1395175864","Medical And Health Sciences","Medicine",2.85
"10.2147/tcrm.s4443","Current trends in the treatment of hepatic encephalopathy","Therapeutics and Clinical Risk Management","1533600000","Public Health And Health Services","Health Sciences",6
"10.1002/hbm.23699","Cohesive network reconfiguration accompanies extended training","Human Brain Mapping","1512733461","Neurosciences","Health Sciences",27.3
"10.1001/archoto.2010.172","Use of the King LT for Emergency Airway Management","Archives of otolaryngology--head & neck surgery","1509243803","Clinical Sciences","Medicine",1
"10.1007/978-3-662-56459-2_9","Der Mensch im Verein",NA,"1528962488",NA,NA,2.85
"10.29311/ndtps.v0i13.2966","An evaluation of gender bias and pupils’ attitude towards STEM disciplines in the transition between compulsory and voluntary schooling","New Directions in the Teaching of Physical Sciences","1552043298",NA,NA,1.5
"10.1016/j.ssmph.2015.12.002","Mortality among white, black, and Hispanic male and female state prisoners, 2001–2009","SSM - Population Health ","1471556934",NA,NA,1.6
"10.1109/jsac.2002.805625","Network service provisioning in UWB open mobile access networks","IEEE Journal on Selected Areas in Communications","1431993600","Electrical And Electronic Engineering","Physical Sciences",3
"10.1016/j.apmr.2018.05.009","Automated Mechanical Peripheral Stimulation Effects on Gait Variability in Individuals With Parkinson Disease and Freezing of Gait: A Double-Blind, Randomized Controlled Trial","Archives of Physical Medicine & Rehabilitation","1536881215","Clinical Sciences","Medicine",5.45
"10.1128/jvi.02675-12","Differential Targeting of Viral Components by CD4+ versus CD8+ T Lymphocytes in Dengue Virus Infection","Journal of Virology","1512432000","Biological Sciences","Life Sciences",9.5
"10.1002/cne.24690","Developmental organization of central neurons in the adult Drosophila ventral nervous system","The Journal of Comparative Neurology","1554308473",NA,NA,2.2
"10.1080/23247797.2017.1315268","Un modelo de instrucción en estrategias: efectos sobre la competencia en comprensión auditiva","Journal of Spanish Language Teaching","1520992213",NA,NA,13.5
"10.1016/j.jveb.2015.02.003","A novel mechanism for cognitive enhancement in aged dogs with the use of a calcium-buffering protein","Journal of Veterinary Behavior: Clinical Applications and Research","1443636177","Veterinary Sciences","Veterinary",9.5
"10.1016/j.aorn.2011.06.010","Hyperglycemia as a Risk Factor in the Perioperative Patient","AORN Journal","1330453487","Nursing","Health Sciences",1
"10.1109/83.605418","Segmentation of handwritten interference marks using multiple directional stroke planes and reformalized morphological approach","IEEE Transactions on Image Processing","1435017600","Artificial Intelligence And Image Processing","Physical Sciences",3
"10.5194/acp-16-15135-2016","Comparison of retrieved noctilucent cloud particle properties from Odin tomography scans and model simulations","Atmospheric Chemistry & Physics","1481103485","Atmospheric Sciences","Earth and Planetary Sciences",1.5
"10.3133/32583","Principal aquifers [of the United States]","US Geological Survey","1505490918",NA,NA,2.2
"10.1093/hsw/hly005","Ethical Issues in Integrated Health Care: Implications for Social Workers","Health & Social Work","1549161044","Social Work","Social Sciences",2
"10.1111/j.1574-6968.2008.01164.x","Microbial production of medium-chain-length 3-hydroxyalkanoic acids by recombinant Pseudomonas putida KT2442 harboring genes fadL, fadD and phaZ","FEMS Microbiology Letters","1504656000","Biological Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1007/s10965-016-0946-0","Ion-stimuli responsive dimethylaminoethyl methacrylate/hydroxyethyl methacrylate copolymeric hydrogels: mutual influence of reaction parameters on the swelling and mechanical strength","Journal of Polymer Research","1456237070","Materials Engineering","Materials Science",0.5
"10.1155/2013/974324","The Transcriptomics of Secondary Growth and Wood Formation in Conifers","Molecular Biology International","1472532136",NA,NA,2.85
"10.1126/science.1062939","The Centromere Paradox: Stable Inheritance with Rapidly Evolving DNA","Science","1509765404",NA,"General",7.95
"10.1016/s0928-4257(99)80005-9","Enzymes hydrolyzing organophosphates as potential catalytic scavengers against organophosphate poisoning","Journal of Physiology (09284257)","1045526400","Medical Physiology","Health Sciences",3
"10.1007/s10270-016-0518-0","On the use of models for high-performance scientific computing applications: an experience report","Software & Systems Modeling","1459586460","Computer Science","Mathematics",1.5
"10.1119/1.1783898","Rocking Newton’s cradle","American Journal of Physics","1505287073","Mathematical Sciences","Physical Sciences",3
"10.1063/1.3688967","Bell argument: Locality or Realism? Time to make the choice","AIP Conference Proceedings","1318230670",NA,"Physical Sciences",0.5
"10.1093/nar/gky317","RSAT 2018: regulatory sequence analysis tools 20th anniversary","Nucleic Acids Research","1525674974","Environmental Sciences","Biochemistry, Genetics and Molecular Biology",14.1
"10.1002/jsfa.2740630315","The essential oil fromHeteropyxis natalensis harv: Its antimicrobial activities and phytoconstituents","Journal of the Science of Food and Agriculture","1394064000","Agricultural And Veterinary Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1089/ard.1992.2.177","Cell Membranes as Barriers for Antisense Constructions","Antisense Research and Development","1278979200",NA,NA,3
"10.1038/pr.2013.219","Effect of oxygen inhalation on cerebral blood flow velocity in premature neonates","Pediatric Research","1413610292","Paediatrics And Reproductive Medicine","Medicine",0.5
"10.1016/j.jtbi.2009.01.028","Samuel Butler and human long term memory: Is the cupboard bare?","Journal of Theoretical Biology","1468050831","Mathematical Sciences","Biochemistry, Genetics and Molecular Biology",3
"10.1175/bams-88-4-559","MEETING SUMMARIES","Journal of Physical Oceanography","1285400087","Oceanography","Earth and Planetary Sciences",5.544
"10.1097/01.bor.0000240359.30303.e4","Genomic progress in pediatric arthritis: recent work and future goals","Current opinion in rheumatology","1172944627","Clinical Sciences","Medicine",3
"10.2221/jcsj.35.516","Fabrication of YBCO Films by Metalorganic Deposition Using Trifluoroacetates and its Process Conditions.",NA,"1413849600",NA,NA,3
"10.1002/app.1994.070541212","Preparation of new synthetic hydrogels containing galactose, applicable in affinity chromatography","Journal of Applied Polymer Science","1176768000","Chemical Sciences","Materials Science",3
"10.1103/physreva.98.032115","Simulation of quantum walks and fast mixing with classical processes","arXiv","1512605296",NA,NA,1
"10.1097/01.nurse.0000434245.08928.ee","Turning the tide on respiratory depression","Nursing (01420372)","1378272523",NA,"Health Sciences",0.5
"10.3389/fnhum.2013.00893","Anomalous experiences, psi and functional neuroimaging","Frontiers in Human Neuroscience","1485118879",NA,NA,9.05
"10.1016/j.physleta.2011.07.028","Noise-assisted multibit storage device","Physics Letters A","1311731885","Mathematical Sciences","Physical Sciences",0.25
"10.1016/j.jad.2017.04.059","Depressive subtypes in an elderly cohort identified using latent class analysis","Journal of Affective Disorders","1493259635","Medical And Health Sciences","Health Sciences",1.25
"10.1016/j.jid.2016.09.022","Interaction between G Protein-Coupled Receptor 143 and Tyrosinase: Implications for Understanding Ocular Albinism Type 1","Journal of Investigative Dermatology","1500684547","Clinical Sciences","Biochemistry, Genetics and Molecular Biology",2.75
"10.1186/s40249-016-0153-6","Critical analysis of molluscicide application in schistosomiasis control programs in Brazil","Infectious Diseases of Poverty","1467653148","Infectious Diseases",NA,0.5
"10.1007/s10846-006-9094-9","Error Detection and Prediction Algorithms: Application in Robotics","Journal of Intelligent and Robotic Systems","1505174400","Artificial Intelligence (incl. Robotics)","Physical Sciences",3
"10.1046/j.1365-313x.1999.00504.x","Ecdysone agonist inducible transcription in transgenic tobacco plants","Plant Journal","1509408000","Plant Biology","Biochemistry, Genetics and Molecular Biology",6
"10.1037/0096-1523.27.6.1452","A model of the formation of illusory conjunctions in the time domain.","Journal of Experimental Psychology. Human Perception & Performance","1473059552","Psychology","Life Sciences",1
"10.1016/j.rser.2010.11.050","Small hydro and the environmental implications of its extensive utilization","Renewable & Sustainable Energy Reviews","1299808922","Engineering","Physical Sciences",8.104
"10.1016/j.cub.2013.06.009","Invertebrate Vision: Peripheral Adaptation to Repeated Object Motion","Current Biology","1376227800","Biological Sciences","Biochemistry, Genetics and Molecular Biology",1.85
"10.1007/s11367-018-1438-8","Including metal atmospheric fate and speciation in soils for terrestrial ecotoxicity in life cycle impact assessment","International Journal of Life Cycle Assessment","1541668685","Building","Environmental Science",1
"10.7863/ultra.15.14.08039","Diagnosis of Placenta Accreta by Uterine Artery Doppler Velocimetry in Patients With Placenta Previa","Journal of Ultrasound in Medicine","1442320356","Clinical Sciences","Medicine",3.85
"10.1098/rspa.1956.0011","Turbulent gravitational convection from maintained and instantaneous sources","Astrophysics Data System (ADS)","1041379200","Mathematical Sciences",NA,3
"10.1126/scitranslmed.3004330","Quantitative Image Analysis of Cellular Heterogeneity in Breast Tumors Complements Genomic Profiling","Science Translational Medicine","1528156800","Medical And Health Sciences",NA,37
"10.1055/s-0035-1564806","Solitary C1 Posterior Fixation for Unstable Isolated Atlas Fractures: Case Report and Systematic Review of the Literature","Global Spine Journal","1513189822",NA,NA,0.25
"10.1016/0263-4368(96)83432-9","Pulsed microwave plasma-assisted chemical vapour deposition of diamond","International Journal of Refractory Metals and Hard Materials","1445904000",NA,"Materials Science",3
"10.1093/brain/awp335","High field (9.4 Tesla) magnetic resonance imaging of cortical grey matter lesions in multiple sclerosis","Brain: A Journal of Neurology","1266278400","Medical And Health Sciences","Medicine",1
"10.1016/j.carrev.2018.07.030","Effect of plaque composition, morphology, and burden on DESolve novolimus-eluting bioresorbable vascular scaffold expansion and eccentricity — An optical coherence tomography analysis","Cardiovascular Revascularization Medicine","1537383060","Cardiovascular Medicine And Haematology","Medicine",0.75
